Manufacturer,Model,Year,Battery_Type,Battery_Capacity_kWh,Range_km,Charging_Type,Charge_Time_hr,Price_USD,Color,Country_of_Manufacture,Autonomous_Level,CO2_Emissions_g_per_km,Safety_Rating,Units_Sold_2024,Warranty_Years,High_Range,Price_Segment,Range_per_kWh,Price_per_km,Efficiency_Tier,Est_Revenue_2024,Era
Maserati,GranTurismo Folgore,2023,Magnesium-Ion,92.7,557,Dc Fast Charging (Dcfc),7.3,136840.62,Cosmic Purple,Israel,2,0.0,3.0,12585,5,1,Luxury (>$110K),6.009,245.67,High,1722139202.7,Recent (2022-2025)
Renault,Scenic E-Tech,2024,Zinc-Air,28.7,461,Battery Swapping,4.1,127979.96,Lime Green,Czech Republic,3,0.0,3.0,19142,3,1,Luxury (>$110K),16.063,277.61,Top,2449792394.32,Recent (2022-2025)
Nissan,Ariya,2016,Sodium-Ion,42.1,546,Chademo,11.8,135462.86,Racing Red,South Africa,4,0.0,3.0,2265,5,1,Luxury (>$110K),12.969,248.1,Top,306823377.9,Early (2015-2018)
Jeep,Recon (upcoming),2022,Zinc-Air,109.4,491,Level 2 Charging,1.9,112182.68,Beige,Malaysia,5,0.0,3.0,13877,4,1,Luxury (>$110K),4.488,228.48,High,1556759050.36,Recent (2022-2025)
Ford,E-Transit,2015,Lithium-Titanate,36.7,357,Level 1 Charging,1.2,112943.08,Lime Green,China,5,0.0,3.0,8842,5,0,Luxury (>$110K),9.728,316.37,Top,998642713.36,Early (2015-2018)
Zeekr,Zeekr 001,2025,Lithium-Iron Phosphate,33.8,150,Ultra-Fast Charging (350 Kw+),8.1,31509.22,Champagne,Israel,5,0.0,4.0,11470,4,0,Budget (<$50K),4.438,210.06,High,361410753.40000004,Recent (2022-2025)
Rimac,Nevera,2022,Sodium-Ion,57.5,191,Inductive (Wireless) Charging,10.5,121233.69,Stealth Gray,Thailand,4,0.0,4.0,11634,5,0,Luxury (>$110K),3.322,634.73,Medium,1410432749.46,Recent (2022-2025)
Bmw,i7,2021,Lead-Acid,141.6,135,Overhead Pantograph Charging,4.6,86171.52,Ice Silver,Hungary,3,0.0,4.0,13807,4,0,Premium ($80K–$110K),0.953,638.31,Low,1189770176.64,Mid (2019-2021)
Lamborghini,Lanzador (upcoming EV),2015,Zinc-Air,51.1,578,Ultra-Fast Charging (350 Kw+),5.0,78879.86,White,Mexico,2,0.0,3.0,2351,3,1,Mid ($50K–$80K),11.311,136.47,Top,185446550.86,Early (2015-2018)
Rivian,EDV (Electric Delivery Van),2020,Nickel-Cobalt-Aluminum,147.9,195,Chademo,3.5,74574.02,Red,Turkey,3,0.0,5.0,4215,3,0,Mid ($50K–$80K),1.318,382.43,Low,314329494.3,Mid (2019-2021)
Ford,Explorer EV (Europe),2024,Nickel-Manganese-Cobalt,129.9,556,Solar Charging,6.9,121177.35,Beige,Israel,2,0.0,5.0,19874,4,1,Luxury (>$110K),4.28,217.94,High,2408278653.9,Recent (2022-2025)
Peugeot,e-2008,2016,Zinc-Air,75.2,214,Level 2 Charging,4.5,89359.27,Blue,Spain,3,0.0,3.0,5912,4,0,Premium ($80K–$110K),2.846,417.57,Medium,528292004.24,Early (2015-2018)
Canoo,MPDV,2016,Nickel-Cobalt-Aluminum,52.6,220,Level 1 Charging,11.3,46097.17,Copper,Thailand,5,0.0,4.0,6678,3,0,Budget (<$50K),4.183,209.53,High,307836901.26,Early (2015-2018)
Citroen,Ami,2016,Zinc-Air,127.3,541,Vehicle-To-Grid (V2G),3.3,149543.43,Ruby Red,Germany,2,0.0,4.0,145,4,1,Luxury (>$110K),4.25,276.42,High,21683797.349999998,Early (2015-2018)
Vinfast,VF 7,2017,Lithium-Iron Phosphate,21.6,196,Overhead Pantograph Charging,5.3,54730.21,Racing Red,Brazil,2,0.0,3.0,19922,5,0,Mid ($50K–$80K),9.074,279.24,Top,1090335243.62,Early (2015-2018)
Subaru,Solterra,2015,Magnesium-Ion,58.7,104,Level 2 Charging,3.0,119339.11,Aurora Blue,Switzerland,3,0.0,5.0,5705,5,0,Luxury (>$110K),1.772,1147.49,Low,680829622.55,Early (2015-2018)
Geely,Geometry C,2021,Lithium-Iron Phosphate,117.3,266,Chademo,8.4,57512.19,Pink,Indonesia,3,0.0,3.0,421,3,0,Mid ($50K–$80K),2.268,216.21,Low,24212631.990000002,Mid (2019-2021)
Maserati,Grecale Folgore,2025,Calcium-Ion,75.8,522,Mobile Charging,6.3,148196.18,Gray,China,1,0.0,3.0,3374,3,1,Luxury (>$110K),6.887,283.9,Top,500013911.32,Recent (2022-2025)
Genesis,GV70 Electric,2023,Magnesium-Ion,30.2,348,Level 1 Charging,9.8,55091.74,Cream,Vietnam,1,0.0,5.0,9952,4,0,Mid ($50K–$80K),11.523,158.31,Top,548272996.48,Recent (2022-2025)
Porsche,Taycan,2025,Lithium-Iron Phosphate,40.6,587,Mobile Charging,7.2,63585.73,White,Denmark,5,0.0,4.0,5669,5,1,Mid ($50K–$80K),14.458,108.32,Top,360467503.37,Recent (2022-2025)
Mini,Mini Aceman,2019,Lithium-Ion,128.2,351,Overhead Pantograph Charging,3.0,105953.02,Metallic Silver,France,1,0.0,3.0,14687,5,0,Premium ($80K–$110K),2.738,301.86,Medium,1556132004.74,Mid (2019-2021)
Pininfarina,Battista,2022,Calcium-Ion,32.8,423,Mobile Charging,1.0,126748.58,Burgundy,Belgium,3,0.0,3.0,14944,3,1,Luxury (>$110K),12.896,299.64,Top,1894130779.52,Recent (2022-2025)
Volkswagen,ID.Buzz,2021,Sodium-Ion,39.7,534,Solar Charging,9.6,102435.89,Graphite Gray,Brazil,5,0.0,5.0,16475,3,1,Premium ($80K–$110K),13.451,191.83,Top,1687631287.75,Mid (2019-2021)
Tesla,Roadster (upcoming),2016,Sodium-Ion,35.7,400,Vehicle-To-Home (V2H),5.6,79638.71,Matte Green,Uk,5,0.0,4.0,13563,4,1,Mid ($50K–$80K),11.204,199.1,Top,1080139823.73,Early (2015-2018)
Volkswagen,ID.7,2017,Nickel-Metal Hydride,111.4,512,Plug-In Hydrogen Refueling,1.7,98099.62,Purple,Portugal,4,0.0,4.0,4293,5,1,Premium ($80K–$110K),4.596,191.6,High,421141668.65999997,Early (2015-2018)
Subaru,Solterra,2024,Magnesium-Ion,58.5,443,Battery Swapping,9.0,68380.78,Aurora Blue,Indonesia,0,0.0,5.0,17565,4,1,Mid ($50K–$80K),7.573,154.36,Top,1201108400.7,Recent (2022-2025)
Pininfarina,Battista,2015,Magnesium-Ion,115.8,551,Level 2 Charging,8.6,99914.47,Green,Argentina,5,0.0,3.0,4641,3,1,Premium ($80K–$110K),4.758,181.33,High,463703055.27,Early (2015-2018)
Ferrari,Ferrari EV (2025+),2025,Lithium-Titanate,122.0,286,Inductive (Wireless) Charging,4.9,31831.8,Orange,Israel,0,0.0,4.0,12545,3,0,Budget (<$50K),2.344,111.3,Low,399329931.0,Recent (2022-2025)
Lamborghini,Lanzador (upcoming EV),2025,Lithium-Iron Phosphate,73.3,461,Vehicle-To-Load (V2L),6.7,149429.51,Candy Apple Red,Italy,3,0.0,3.0,7034,5,1,Luxury (>$110K),6.289,324.14,High,1051087173.34,Recent (2022-2025)
Lamborghini,Revuelto (PHEV),2016,Nickel-Metal Hydride,21.5,567,Vehicle-To-Grid (V2G),5.1,87208.29,Crimson Red,Malaysia,0,0.0,4.0,8199,5,1,Premium ($80K–$110K),26.372,153.81,Top,715020769.7099999,Early (2015-2018)
Volvo,EX90,2020,Nickel-Cobalt-Aluminum,82.8,335,Ccs,7.2,113582.33,Teal,Thailand,2,0.0,3.0,19298,4,0,Luxury (>$110K),4.046,339.05,Medium,2191911804.34,Mid (2019-2021)
Mahindra,Born Electric (upcoming range),2015,Sodium-Ion,53.9,519,Vehicle-To-Home (V2H),2.8,59278.65,Cream,Spain,0,0.0,4.0,8865,4,1,Mid ($50K–$80K),9.629,114.22,Top,525505232.25,Early (2015-2018)
Lamborghini,Lanzador (upcoming EV),2018,Lithium-Titanate,105.9,486,Overhead Pantograph Charging,6.5,90313.64,Matte White,Canada,3,0.0,3.0,4476,5,1,Premium ($80K–$110K),4.589,185.83,High,404243852.64,Early (2015-2018)
Faraday Future,FF 91,2021,Calcium-Ion,134.7,165,Mobile Charging,3.6,89440.54,Graphite Gray,South Korea,4,0.0,4.0,462,3,0,Premium ($80K–$110K),1.225,542.06,Low,41321529.48,Mid (2019-2021)
Opel,Mokka-e,2021,Solid-State,128.2,411,Vehicle-To-Home (V2H),9.3,31559.53,Black,China,5,0.0,3.0,14770,3,1,Budget (<$50K),3.206,76.79,Medium,466134258.09999996,Mid (2019-2021)
Lotus,Evija,2020,Lithium-Sulfur,71.0,569,Ultra-Fast Charging (350 Kw+),7.8,117415.69,Copper,Belgium,4,0.0,3.0,18168,5,1,Luxury (>$110K),8.014,206.35,Top,2133208255.92,Mid (2019-2021)
Toyota,bZ4X,2018,Solid-State,94.7,262,Plug-In Hydrogen Refueling,6.2,92841.1,Charcoal,France,0,0.0,5.0,17745,5,0,Premium ($80K–$110K),2.767,354.36,Medium,1647465319.5,Early (2015-2018)
Honda,Honda e (discontinued),2017,Sodium-Ion,101.9,153,Dc Fast Charging (Dcfc),11.6,99950.95,Silver,Denmark,4,0.0,5.0,9627,3,0,Premium ($80K–$110K),1.501,653.27,Low,962227795.65,Early (2015-2018)
Mini,Mini Aceman,2019,Solid-State,127.3,260,Vehicle-To-Home (V2H),7.6,118599.68,Matte Blue,Japan,1,0.0,5.0,17768,5,0,Luxury (>$110K),2.042,456.15,Low,2107279114.2399998,Mid (2019-2021)
Geely,Emgrand EV,2021,Nickel-Manganese-Cobalt,70.6,320,Level 2 Charging,11.9,76469.1,Pearl White,South Africa,2,0.0,3.0,10149,3,0,Mid ($50K–$80K),4.533,238.97,High,776084895.9000001,Mid (2019-2021)
Genesis,GV70 Electric,2024,Zinc-Air,126.4,340,Inductive (Wireless) Charging,6.6,64412.41,Lime Green,Denmark,3,0.0,3.0,5278,5,0,Mid ($50K–$80K),2.69,189.45,Medium,339968699.98,Recent (2022-2025)
Citroen,Ami,2025,Lithium-Iron Phosphate,102.4,546,Vehicle-To-Home (V2H),8.6,51643.26,Stealth Gray,India,1,0.0,4.0,10122,5,1,Mid ($50K–$80K),5.332,94.58,High,522733077.72,Recent (2022-2025)
Hyundai,Ioniq 6,2016,Lithium-Iron Phosphate,49.0,543,Ccs,1.4,86388.48,Tan,South Korea,3,0.0,3.0,19428,3,1,Premium ($80K–$110K),11.082,159.09,Top,1678355389.4399998,Early (2015-2018)
Dacia,Jogger Hybrid,2015,Calcium-Ion,49.6,571,Chademo,6.6,147907.91,Candy Apple Red,Hungary,2,0.0,3.0,7806,5,1,Luxury (>$110K),11.512,259.03,Top,1154569145.46,Early (2015-2018)
Tesla,Model 3,2021,Lithium-Ion,69.1,350,Vehicle-To-Load (V2L),1.8,134629.64,Pearl White,Portugal,3,0.0,4.0,11193,4,0,Luxury (>$110K),5.065,384.66,High,1506909560.5200002,Mid (2019-2021)
Audi,e-tron GT,2021,Lithium-Sulfur,94.9,312,Vehicle-To-Load (V2L),11.4,113761.62,Yellow,Poland,3,0.0,4.0,9845,4,0,Luxury (>$110K),3.288,364.62,Medium,1119983148.8999999,Mid (2019-2021)
Skoda,Elroq (upcoming),2023,Nickel-Metal Hydride,147.8,265,Chademo,8.8,108563.42,Gun Metal,Singapore,5,0.0,3.0,3375,3,0,Premium ($80K–$110K),1.793,409.67,Low,366401542.5,Recent (2022-2025)
Rimac,Nevera,2022,Aluminum-Ion,52.5,218,Overhead Pantograph Charging,1.4,85193.64,Copper,Indonesia,0,0.0,4.0,13556,5,0,Premium ($80K–$110K),4.152,390.8,High,1154884983.84,Recent (2022-2025)
Tesla,Cybertruck,2023,Lithium-Iron Phosphate,85.5,207,Dc Fast Charging (Dcfc),10.4,56800.73,Brown,Hungary,1,0.0,4.0,1691,3,0,Mid ($50K–$80K),2.421,274.4,Low,96050034.43,Recent (2022-2025)
Acura,ZDX (with GM Ultium),2020,Nickel-Cobalt-Aluminum,46.4,223,Inductive (Wireless) Charging,9.4,99370.06,Forest Green,Poland,2,0.0,4.0,1756,4,0,Premium ($80K–$110K),4.806,445.61,High,174493825.35999998,Mid (2019-2021)
Audi,Q4 e-tron,2020,Lithium-Titanate,81.2,371,Chademo,5.1,94249.74,White,Denmark,2,0.0,3.0,15203,3,0,Premium ($80K–$110K),4.569,254.04,High,1432878797.22,Mid (2019-2021)
Nio,ET7,2025,Lead-Acid,117.2,299,Nacs,8.7,112562.4,Emerald Green,India,3,0.0,4.0,5893,3,0,Luxury (>$110K),2.551,376.46,Low,663330223.1999999,Recent (2022-2025)
Acura,ZDX (with GM Ultium),2015,Lithium-Iron Phosphate,109.0,276,Battery Swapping,5.9,120890.93,Stealth Gray,Norway,0,0.0,3.0,5079,3,0,Luxury (>$110K),2.532,438.01,Low,614005033.4699999,Early (2015-2018)
Renault,Scenic E-Tech,2016,Magnesium-Ion,123.2,593,Nacs,11.2,114203.73,Gray,Turkey,0,0.0,4.0,6076,4,1,Luxury (>$110K),4.813,192.59,High,693901863.48,Early (2015-2018)
Polestar,Polestar 4,2016,Aluminum-Ion,85.2,240,Mobile Charging,4.7,37730.9,Matte White,Finland,4,0.0,3.0,2802,4,0,Budget (<$50K),2.817,157.21,Medium,105721981.8,Early (2015-2018)
Opel,Corsa-e,2015,Aluminum-Ion,50.2,305,Ultra-Fast Charging (350 Kw+),0.8,138549.47,Pearl White,Turkey,3,0.0,5.0,297,4,0,Luxury (>$110K),6.076,454.26,High,41149192.59,Early (2015-2018)
Geely,Emgrand EV,2023,Nickel-Cobalt-Aluminum,66.8,151,Vehicle-To-Grid (V2G),10.0,90449.46,Cosmic Purple,Vietnam,0,0.0,4.0,1955,5,0,Premium ($80K–$110K),2.26,599.0,Low,176828694.3,Recent (2022-2025)
Li Auto,L8,2023,Nickel-Cobalt-Aluminum,137.9,260,Plug-In Hydrogen Refueling,3.9,105012.82,Magenta,Malaysia,5,0.0,5.0,5729,3,0,Premium ($80K–$110K),1.885,403.9,Low,601618445.7800001,Recent (2022-2025)
Nissan,Leaf,2020,Lead-Acid,77.1,366,Solar Charging,5.0,141949.03,Lime Green,Switzerland,0,0.0,5.0,9617,4,0,Luxury (>$110K),4.747,387.84,High,1365123821.51,Mid (2019-2021)
Chevrolet,Bolt EV,2022,Nickel-Metal Hydride,116.7,595,Chademo,6.4,31713.78,Electric Blue,Thailand,0,0.0,5.0,16371,4,1,Budget (<$50K),5.099,53.3,High,519186292.38,Recent (2022-2025)
Ferrari,SF90 Stradale (PHEV),2025,Solid-State,76.3,222,Battery Swapping,10.3,114883.73,Rose Gold,Japan,0,0.0,3.0,12720,4,0,Luxury (>$110K),2.91,517.49,Medium,1461321045.6,Recent (2022-2025)
Polestar,Polestar 5 (upcoming),2021,Nickel-Metal Hydride,148.0,597,Chademo,6.5,73539.98,Purple,Poland,3,0.0,4.0,14867,5,1,Mid ($50K–$80K),4.034,123.18,Medium,1093318882.6599998,Mid (2019-2021)
Nio,ET9,2017,Aluminum-Ion,94.7,138,Ccs,7.8,91374.01,Matte Black,Vietnam,3,0.0,4.0,1433,5,0,Premium ($80K–$110K),1.457,662.13,Low,130938956.33,Early (2015-2018)
Mini,Mini Electric,2017,Calcium-Ion,70.6,103,Solar Charging,5.3,32110.5,Yellow,Malaysia,5,0.0,5.0,3471,5,0,Budget (<$50K),1.459,311.75,Low,111455545.5,Early (2015-2018)
Nio,ET9,2019,Lithium-Sulfur,29.4,112,Vehicle-To-Grid (V2G),5.0,88992.78,Matte White,Czech Republic,3,0.0,3.0,2495,4,0,Premium ($80K–$110K),3.81,794.58,Medium,222036986.1,Mid (2019-2021)
Fisker,Ocean,2017,Aluminum-Ion,108.8,178,Inductive (Wireless) Charging,9.4,98668.26,Teal,Portugal,0,0.0,5.0,501,5,0,Premium ($80K–$110K),1.636,554.32,Low,49432798.26,Early (2015-2018)
Changan,SL03,2024,Lead-Acid,68.7,186,Ultra-Fast Charging (350 Kw+),8.1,33064.13,Teal,Germany,3,0.0,4.0,7667,3,0,Budget (<$50K),2.707,177.76,Medium,253502684.70999998,Recent (2022-2025)
Mini,Mini Electric,2016,Nickel-Manganese-Cobalt,119.3,230,Vehicle-To-Home (V2H),7.1,68014.73,Gold,China,4,0.0,5.0,5825,3,0,Mid ($50K–$80K),1.928,295.72,Low,396185802.25,Early (2015-2018)
Tesla,Model 3,2023,Flow Batteries,137.1,136,Overhead Pantograph Charging,9.5,51719.71,Graphite Gray,Israel,5,0.0,4.0,12860,5,0,Mid ($50K–$80K),0.992,380.29,Low,665115470.6,Recent (2022-2025)
Tesla,Model S,2017,Nickel-Cobalt-Aluminum,98.9,185,Mobile Charging,11.6,132124.5,Stealth Gray,South Korea,1,0.0,5.0,19665,3,0,Luxury (>$110K),1.871,714.19,Low,2598228292.5,Early (2015-2018)
Volvo,EX30,2018,Lithium-Ion,52.1,593,Nacs,4.7,119024.29,Pearl White,Russia,3,0.0,3.0,18387,3,1,Luxury (>$110K),11.382,200.72,Top,2188499620.23,Early (2015-2018)
Mg,MG5 EV,2019,Lithium-Ion,118.6,576,Ultra-Fast Charging (350 Kw+),6.0,77158.15,Gold,Switzerland,4,0.0,5.0,11677,5,1,Mid ($50K–$80K),4.857,133.96,High,900975717.55,Mid (2019-2021)
Lotus,Eletre,2018,Lithium-Iron Phosphate,148.1,367,Vehicle-To-Grid (V2G),7.9,128535.73,Copper,United Arab Emirates,1,0.0,3.0,16886,4,0,Luxury (>$110K),2.478,350.23,Low,2170454336.7799997,Early (2015-2018)
Faraday Future,FF 91,2020,Lithium-Ion,118.0,239,Vehicle-To-Load (V2L),8.1,70149.59,Black,Hungary,3,0.0,4.0,5583,3,0,Mid ($50K–$80K),2.025,293.51,Low,391645160.96999997,Mid (2019-2021)
Bmw,iX1,2015,Nickel-Manganese-Cobalt,52.9,231,Vehicle-To-Load (V2L),7.1,57780.54,Yellow,China,3,0.0,3.0,968,3,0,Mid ($50K–$80K),4.367,250.13,High,55931562.72,Early (2015-2018)
Dacia,Bigster EV (upcoming),2020,Nickel-Cobalt-Aluminum,88.6,555,Battery Swapping,11.0,93594.87,Pink,Russia,3,0.0,4.0,13266,4,1,Premium ($80K–$110K),6.264,168.64,High,1241629545.4199998,Mid (2019-2021)
Tesla,Model Y,2017,Lithium-Iron Phosphate,71.2,473,Level 2 Charging,9.3,132144.16,Burgundy,New Zealand,1,0.0,3.0,6322,4,1,Luxury (>$110K),6.643,279.37,High,835415379.52,Early (2015-2018)
Lotus,Evija,2018,Lead-Acid,103.1,282,Chademo,9.6,111405.69,Matte Blue,Czech Republic,3,0.0,4.0,3832,4,0,Luxury (>$110K),2.735,395.06,Medium,426906604.08,Early (2015-2018)
Nissan,Leaf,2021,Zinc-Air,120.6,268,Vehicle-To-Load (V2L),11.7,74816.1,Ice Silver,Vietnam,2,0.0,3.0,3232,4,0,Mid ($50K–$80K),2.222,279.16,Low,241805635.20000002,Mid (2019-2021)
Lucid Motors,Lucid Gravity,2022,Lead-Acid,29.0,261,Chademo,3.5,107703.04,Red,Belgium,3,0.0,5.0,16880,3,0,Premium ($80K–$110K),9.0,412.66,Top,1818027315.1999998,Recent (2022-2025)
Citroen,Ami,2018,Lithium-Ion,47.2,419,Overhead Pantograph Charging,3.3,74003.39,Racing Red,Thailand,3,0.0,3.0,5925,5,1,Mid ($50K–$80K),8.877,176.62,Top,438470085.75,Early (2015-2018)
Faraday Future,FF 91,2018,Lithium-Sulfur,111.6,115,Dc Fast Charging (Dcfc),1.5,104328.15,Gun Metal,Russia,2,0.0,5.0,16038,3,0,Premium ($80K–$110K),1.03,907.2,Low,1673214869.6999998,Early (2015-2018)
Skoda,Elroq (upcoming),2022,Calcium-Ion,80.2,241,Level 2 Charging,7.1,80041.32,Matte White,China,2,0.0,4.0,18840,4,0,Premium ($80K–$110K),3.005,332.12,Medium,1507978468.8000002,Recent (2022-2025)
Geely,Geometry A,2024,Nickel-Cobalt-Aluminum,32.2,575,Level 2 Charging,8.1,122797.8,Gold,Germany,1,0.0,5.0,19023,3,1,Luxury (>$110K),17.857,213.56,Top,2335982549.4,Recent (2022-2025)
Bmw,iX1,2015,Lithium-Sulfur,125.3,461,Vehicle-To-Load (V2L),11.6,67652.57,Sapphire Blue,Portugal,0,0.0,3.0,3410,5,1,Mid ($50K–$80K),3.679,146.75,Medium,230695263.70000002,Early (2015-2018)
Mg,MG ES5,2025,Nickel-Manganese-Cobalt,124.2,446,Vehicle-To-Grid (V2G),11.5,99140.81,Yellow,India,3,0.0,4.0,2298,3,1,Premium ($80K–$110K),3.591,222.29,Medium,227825581.38,Recent (2022-2025)
Chevrolet,Volt (PHEV),2023,Calcium-Ion,63.1,384,Vehicle-To-Grid (V2G),5.7,139549.21,Charcoal,India,3,0.0,3.0,18128,3,0,Luxury (>$110K),6.086,363.41,High,2529748078.8799996,Recent (2022-2025)
Opel,Grandland Electric,2016,Nickel-Metal Hydride,130.4,488,Overhead Pantograph Charging,11.0,49752.59,Matte Green,Israel,3,0.0,4.0,17361,4,1,Budget (<$50K),3.742,101.95,Medium,863754714.9899999,Early (2015-2018)
Kia,EV6,2025,Lead-Acid,121.2,548,Overhead Pantograph Charging,2.7,115591.46,Blue,Portugal,3,0.0,4.0,18529,4,1,Luxury (>$110K),4.521,210.93,High,2141794162.3400002,Recent (2022-2025)
Mahindra,XUV400,2022,Calcium-Ion,36.0,484,Battery Swapping,3.4,115198.36,Rose Gold,France,2,0.0,4.0,8904,3,1,Luxury (>$110K),13.444,238.01,Top,1025726197.44,Recent (2022-2025)
Vinfast,VF 9,2020,Nickel-Cobalt-Aluminum,25.9,222,Ccs,1.1,80737.05,Navy Blue,Japan,4,0.0,5.0,5286,3,0,Premium ($80K–$110K),8.571,363.68,Top,426776046.3,Mid (2019-2021)
Renault,Scenic E-Tech,2019,Nickel-Metal Hydride,78.9,205,Battery Swapping,3.5,100642.84,Champagne,Singapore,4,0.0,3.0,19548,4,0,Premium ($80K–$110K),2.598,490.94,Medium,1967366236.32,Mid (2019-2021)
Seat,Avenger,2021,Nickel-Cobalt-Aluminum,102.0,549,Mobile Charging,11.9,83442.65,Turquoise,Turkey,3,0.0,5.0,7975,5,1,Premium ($80K–$110K),5.382,151.99,High,665455133.75,Mid (2019-2021)
Great Wall Motors,ORA Good Cat,2015,Calcium-Ion,111.1,196,Chademo,4.6,115673.64,Blue,Vietnam,3,0.0,3.0,13149,3,0,Luxury (>$110K),1.764,590.17,Low,1520992692.36,Early (2015-2018)
Opel,Grandland Electric,2016,Nickel-Manganese-Cobalt,57.6,214,Level 1 Charging,3.5,145561.53,Pearl White,Brazil,0,0.0,3.0,13402,5,0,Luxury (>$110K),3.715,680.19,Medium,1950815625.06,Early (2015-2018)
Xpeng,P5,2022,Sodium-Ion,39.2,497,Level 1 Charging,5.5,148873.52,Candy Apple Red,Singapore,5,0.0,4.0,6979,5,1,Luxury (>$110K),12.679,299.54,Top,1038988296.0799999,Recent (2022-2025)
Rimac,Nevera,2021,Calcium-Ion,123.6,251,Nacs,12.0,85022.3,Matte Green,Ireland,5,0.0,5.0,3299,4,0,Premium ($80K–$110K),2.031,338.73,Low,280488567.7,Mid (2019-2021)
Renault,Kangoo E-Tech,2022,Nickel-Cobalt-Aluminum,37.6,542,Nacs,10.3,82608.38,Charcoal,Brazil,0,0.0,3.0,18826,3,1,Premium ($80K–$110K),14.415,152.41,Top,1555185361.88,Recent (2022-2025)
Rimac,Nevera,2021,Lithium-Sulfur,135.2,164,Mobile Charging,5.3,129139.34,Beige,Australia,4,0.0,5.0,6690,4,0,Luxury (>$110K),1.213,787.44,Low,863942184.6,Mid (2019-2021)
Gmc,Hummer EV Pickup,2021,Lithium-Titanate,138.0,263,Overhead Pantograph Charging,0.9,127576.95,Cream,China,0,0.0,4.0,7419,3,0,Luxury (>$110K),1.906,485.08,Low,946493392.05,Mid (2019-2021)
Volkswagen,ID.4,2025,Lithium-Ion,126.0,464,Vehicle-To-Grid (V2G),4.9,82251.22,Purple,Czech Republic,2,0.0,4.0,5137,5,1,Premium ($80K–$110K),3.683,177.27,Medium,422524517.14,Recent (2022-2025)
Genesis,GV60,2021,Zinc-Air,56.1,271,Ultra-Fast Charging (350 Kw+),8.6,143405.71,Graphite Gray,Vietnam,3,0.0,4.0,18154,3,0,Luxury (>$110K),4.831,529.17,High,2603387259.3399997,Mid (2019-2021)
Polestar,Polestar 2,2020,Nickel-Manganese-Cobalt,49.2,159,Ultra-Fast Charging (350 Kw+),4.8,126774.65,Rose Gold,United Arab Emirates,5,0.0,4.0,12199,3,0,Luxury (>$110K),3.232,797.32,Medium,1546523955.35,Mid (2019-2021)
Li Auto,L7,2020,Solid-State,23.9,105,Overhead Pantograph Charging,8.2,147813.28,White,Argentina,1,0.0,5.0,13057,5,0,Luxury (>$110K),4.393,1407.75,High,1929997996.96,Mid (2019-2021)
Mahindra,Born Electric (upcoming range),2019,Solid-State,36.5,197,Mobile Charging,11.2,100401.48,Titanium,Saudi Arabia,5,0.0,5.0,13013,5,0,Premium ($80K–$110K),5.397,509.65,High,1306524459.24,Mid (2019-2021)
Ford,Explorer EV (Europe),2018,Sodium-Ion,76.0,117,Plug-In Hydrogen Refueling,8.0,70167.14,Teal,China,3,0.0,4.0,11902,3,0,Mid ($50K–$80K),1.539,599.72,Low,835129300.28,Early (2015-2018)
Jeep,Grand Cherokee 4xe (PHEV),2022,Aluminum-Ion,87.7,401,Mobile Charging,3.0,130213.31,Midnight Black,Australia,2,0.0,4.0,17365,5,1,Luxury (>$110K),4.572,324.72,High,2261154128.15,Recent (2022-2025)
Nissan,Leaf,2024,Nickel-Manganese-Cobalt,75.0,181,Ccs,2.8,62261.33,Stealth Gray,Uk,5,0.0,5.0,14140,4,0,Mid ($50K–$80K),2.413,343.99,Low,880375206.2,Recent (2022-2025)
Polestar,Polestar 3,2017,Nickel-Metal Hydride,130.1,504,Battery Swapping,10.9,122853.66,Silver,Turkey,3,0.0,5.0,3543,3,1,Luxury (>$110K),3.874,243.76,Medium,435270517.38,Early (2015-2018)
Jeep,Recon (upcoming),2016,Zinc-Air,92.6,239,Level 2 Charging,9.4,96666.78,Lime Green,Spain,2,0.0,5.0,3912,3,0,Premium ($80K–$110K),2.581,404.46,Low,378160443.36,Early (2015-2018)
Xpeng,X9,2016,Nickel-Manganese-Cobalt,118.0,407,Ultra-Fast Charging (350 Kw+),0.6,31704.6,Rose Gold,Germany,4,0.0,3.0,10803,5,1,Budget (<$50K),3.449,77.9,Medium,342504793.8,Early (2015-2018)
Mg,MG ZS EV,2023,Solid-State,54.8,198,Inductive (Wireless) Charging,3.8,130722.4,Pink,Japan,5,0.0,3.0,11111,4,0,Luxury (>$110K),3.613,660.21,Medium,1452456586.3999999,Recent (2022-2025)
Dacia,Jogger Hybrid,2020,Flow Batteries,87.4,521,Vehicle-To-Grid (V2G),9.8,100957.07,Silver,Norway,1,0.0,4.0,13593,5,1,Premium ($80K–$110K),5.961,193.78,High,1372309452.51,Mid (2019-2021)
Subaru,Solterra,2015,Aluminum-Ion,37.8,425,Dc Fast Charging (Dcfc),2.3,144721.18,Copper,Vietnam,3,0.0,3.0,4883,5,1,Luxury (>$110K),11.243,340.52,Top,706673521.9399999,Early (2015-2018)
Skoda,Elroq (upcoming),2020,Zinc-Air,88.1,197,Plug-In Hydrogen Refueling,9.4,36188.94,Platinum,Portugal,4,0.0,5.0,10519,5,0,Budget (<$50K),2.236,183.7,Low,380671459.86,Mid (2019-2021)
